date, ticker, market_price
 2024-09-23 10:22:56, KRW-BTC , 85101000.0
 2024-09-23 10:23:35, KRW-BTC , 85030000.0
 2024-09-23 12:02:03, KRW-BTC , 85420000.0
 2024-09-23 12:41:45, KRW-BTC , 85930000.0
 2024-09-23 13:49:18, KRW-BTC , 85459000.0
 2024-09-24 14:52:53, KRW-BTC , 84419000.0
