date, ticker, my_price, market_price
 2024-09-23 11:19:57, KRW-BTC, 6000 , 85209000.0
 2024-09-23 12:08:08, KRW-BTC, 6000 , 85432000.0
 2024-09-23 12:44:48, KRW-BTC, 6000 , 85934000.0
 2024-09-23 14:06:01, KRW-BTC, 6000 , 85460000.0
 2024-09-24 14:39:53, KRW-BTC, 6000 , 84405000.0
